group_id,input_time,input_file_t0,input_file_t3,input_file_t10,input_file_t13,target_0h_expected,target_0h_actual,target_0h_file,target_0h_mode,target_0h_diff_sec,target_1h_expected,target_1h_actual,target_1h_file,target_1h_mode,target_1h_diff_sec,target_2h_expected,target_2h_actual,target_2h_file,target_2h_mode,target_2h_diff_sec,target_3h_expected,target_3h_actual,target_3h_file,target_3h_mode,target_3h_diff_sec
2057,2025-08-29 14:50:07,NHB250829145007.RAWLGDH,NHB250829145303.RAWLGDM,NHB250829150008.RAWLGDR,NHB250829150303.RAWLGDV,2025-08-29 14:50:07,2025-08-29 14:50:07,NHB250829145007.RAWLGDH,Long Range,0.0,2025-08-29 15:50:07,2025-08-29 15:50:07,NHB250829155007.RAWLGET,Long Range,0.0,2025-08-29 16:50:07,2025-08-29 16:50:08,NHB250829165008.RAWLGG2,Long Range,1.0,2025-08-29 17:50:07,2025-08-29 17:50:07,NHB250829175007.RAWLGHB,Long Range,0.0
2058,2025-08-29 15:10:09,NHB250829151009.RAWLGDY,NHB250829151303.RAWLGE2,NHB250829152007.RAWLGE5,NHB250829152303.RAWLGE9,2025-08-29 15:10:09,2025-08-29 15:10:09,NHB250829151009.RAWLGDY,Long Range,0.0,2025-08-29 16:10:09,2025-08-29 16:10:07,NHB250829161007.RAWLGF7,Long Range,2.0,2025-08-29 17:10:09,2025-08-29 17:10:08,NHB250829171008.RAWLGGG,Long Range,1.0,2025-08-29 18:10:09,2025-08-29 18:10:08,NHB250829181008.RAWLGHS,Long Range,1.0
2059,2025-08-29 15:30:07,NHB250829153007.RAWLGEC,NHB250829153303.RAWLGEG,NHB250829154007.RAWLGEK,NHB250829154303.RAWLGEP,2025-08-29 15:30:07,2025-08-29 15:30:07,NHB250829153007.RAWLGEC,Long Range,0.0,2025-08-29 16:30:07,2025-08-29 16:30:08,NHB250829163008.RAWLGFM,Long Range,1.0,2025-08-29 17:30:07,2025-08-29 17:30:08,NHB250829173008.RAWLGGX,Long Range,1.0,2025-08-29 18:30:07,2025-08-29 18:30:08,NHB250829183008.RAWLGJ6,Long Range,1.0
2060,2025-08-29 15:50:07,NHB250829155007.RAWLGET,NHB250829155303.RAWLGEX,NHB250829160008.RAWLGF0,NHB250829160303.RAWLGF4,2025-08-29 15:50:07,2025-08-29 15:50:07,NHB250829155007.RAWLGET,Long Range,0.0,2025-08-29 16:50:07,2025-08-29 16:50:08,NHB250829165008.RAWLGG2,Long Range,1.0,2025-08-29 17:50:07,2025-08-29 17:50:07,NHB250829175007.RAWLGHB,Long Range,0.0,2025-08-29 18:50:07,2025-08-29 18:50:07,NHB250829185007.RAWLGJL,Long Range,0.0
2061,2025-08-29 16:10:07,NHB250829161007.RAWLGF7,NHB250829161304.RAWLGFB,NHB250829162008.RAWLGFE,NHB250829162303.RAWLGFJ,2025-08-29 16:10:07,2025-08-29 16:10:07,NHB250829161007.RAWLGF7,Long Range,0.0,2025-08-29 17:10:07,2025-08-29 17:10:08,NHB250829171008.RAWLGGG,Long Range,1.0,2025-08-29 18:10:07,2025-08-29 18:10:08,NHB250829181008.RAWLGHS,Long Range,1.0,2025-08-29 19:10:07,2025-08-29 19:10:07,NHB250829191007.RAWLGK1,Long Range,0.0
2062,2025-08-29 16:30:08,NHB250829163008.RAWLGFM,NHB250829163304.RAWLGFS,NHB250829164008.RAWLGFV,NHB250829164303.RAWLGFZ,2025-08-29 16:30:08,2025-08-29 16:30:08,NHB250829163008.RAWLGFM,Long Range,0.0,2025-08-29 17:30:08,2025-08-29 17:30:08,NHB250829173008.RAWLGGX,Long Range,0.0,2025-08-29 18:30:08,2025-08-29 18:30:08,NHB250829183008.RAWLGJ6,Long Range,0.0,2025-08-29 19:30:08,2025-08-29 19:30:09,NHB250829193009.RAWLGKF,Long Range,1.0
2063,2025-08-29 16:50:08,NHB250829165008.RAWLGG2,NHB250829165303.RAWLGG6,NHB250829170008.RAWLGG9,NHB250829170303.RAWLGGD,2025-08-29 16:50:08,2025-08-29 16:50:08,NHB250829165008.RAWLGG2,Long Range,0.0,2025-08-29 17:50:08,2025-08-29 17:50:07,NHB250829175007.RAWLGHB,Long Range,1.0,2025-08-29 18:50:08,2025-08-29 18:50:07,NHB250829185007.RAWLGJL,Long Range,1.0,2025-08-29 19:50:08,2025-08-29 19:50:08,NHB250829195008.RAWLGKW,Long Range,0.0
2064,2025-08-29 17:10:08,NHB250829171008.RAWLGGG,NHB250829171303.RAWLGGL,NHB250829172008.RAWLGGP,NHB250829172303.RAWLGGU,2025-08-29 17:10:08,2025-08-29 17:10:08,NHB250829171008.RAWLGGG,Long Range,0.0,2025-08-29 18:10:08,2025-08-29 18:10:08,NHB250829181008.RAWLGHS,Long Range,0.0,2025-08-29 19:10:08,2025-08-29 19:10:07,NHB250829191007.RAWLGK1,Long Range,1.0,2025-08-29 20:10:08,2025-08-29 20:10:08,NHB250829201008.RAWLGLA,Long Range,0.0
2065,2025-08-29 17:30:08,NHB250829173008.RAWLGGX,NHB250829173304.RAWLGH1,NHB250829174008.RAWLGH4,NHB250829174305.RAWLGH8,2025-08-29 17:30:08,2025-08-29 17:30:08,NHB250829173008.RAWLGGX,Long Range,0.0,2025-08-29 18:30:08,2025-08-29 18:30:08,NHB250829183008.RAWLGJ6,Long Range,0.0,2025-08-29 19:30:08,2025-08-29 19:30:09,NHB250829193009.RAWLGKF,Long Range,1.0,2025-08-29 20:30:08,2025-08-29 20:30:08,NHB250829203008.RAWLGLR,Long Range,0.0
2066,2025-08-29 17:50:07,NHB250829175007.RAWLGHB,NHB250829175303.RAWLGHF,NHB250829180008.RAWLGHJ,NHB250829180304.RAWLGHN,2025-08-29 17:50:07,2025-08-29 17:50:07,NHB250829175007.RAWLGHB,Long Range,0.0,2025-08-29 18:50:07,2025-08-29 18:50:07,NHB250829185007.RAWLGJL,Long Range,0.0,2025-08-29 19:50:07,2025-08-29 19:50:08,NHB250829195008.RAWLGKW,Long Range,1.0,2025-08-29 20:50:07,2025-08-29 20:50:08,NHB250829205008.RAWLGM5,Long Range,1.0
2067,2025-08-29 18:10:08,NHB250829181008.RAWLGHS,NHB250829181303.RAWLGHW,NHB250829182007.RAWLGHZ,NHB250829182304.RAWLGJ3,2025-08-29 18:10:08,2025-08-29 18:10:08,NHB250829181008.RAWLGHS,Long Range,0.0,2025-08-29 19:10:08,2025-08-29 19:10:07,NHB250829191007.RAWLGK1,Long Range,1.0,2025-08-29 20:10:08,2025-08-29 20:10:08,NHB250829201008.RAWLGLA,Long Range,0.0,2025-08-29 21:10:08,2025-08-29 21:10:07,NHB250829211007.RAWLGMK,Long Range,1.0
2068,2025-08-29 18:30:08,NHB250829183008.RAWLGJ6,NHB250829183304.RAWLGJA,NHB250829184008.RAWLGJD,NHB250829184303.RAWLGJH,2025-08-29 18:30:08,2025-08-29 18:30:08,NHB250829183008.RAWLGJ6,Long Range,0.0,2025-08-29 19:30:08,2025-08-29 19:30:09,NHB250829193009.RAWLGKF,Long Range,1.0,2025-08-29 20:30:08,2025-08-29 20:30:08,NHB250829203008.RAWLGLR,Long Range,0.0,2025-08-29 21:30:08,2025-08-29 21:30:08,NHB250829213008.RAWLGN0,Long Range,0.0
2069,2025-08-29 18:50:07,NHB250829185007.RAWLGJL,NHB250829185303.RAWLGJR,NHB250829190008.RAWLGJU,NHB250829190304.RAWLGJY,2025-08-29 18:50:07,2025-08-29 18:50:07,NHB250829185007.RAWLGJL,Long Range,0.0,2025-08-29 19:50:07,2025-08-29 19:50:08,NHB250829195008.RAWLGKW,Long Range,1.0,2025-08-29 20:50:07,2025-08-29 20:50:08,NHB250829205008.RAWLGM5,Long Range,1.0,2025-08-29 21:50:07,2025-08-29 21:50:08,NHB250829215008.RAWLGNE,Long Range,1.0
2070,2025-08-29 19:10:07,NHB250829191007.RAWLGK1,NHB250829191303.RAWLGK5,NHB250829192008.RAWLGK8,NHB250829192303.RAWLGKC,2025-08-29 19:10:07,2025-08-29 19:10:07,NHB250829191007.RAWLGK1,Long Range,0.0,2025-08-29 20:10:07,2025-08-29 20:10:08,NHB250829201008.RAWLGLA,Long Range,1.0,2025-08-29 21:10:07,2025-08-29 21:10:07,NHB250829211007.RAWLGMK,Long Range,0.0,2025-08-29 22:10:07,2025-08-29 22:10:08,NHB250829221008.RAWLGNV,Long Range,1.0
2071,2025-08-29 19:30:09,NHB250829193009.RAWLGKF,NHB250829193303.RAWLGKK,NHB250829194008.RAWLGKN,NHB250829194304.RAWLGKT,2025-08-29 19:30:09,2025-08-29 19:30:09,NHB250829193009.RAWLGKF,Long Range,0.0,2025-08-29 20:30:09,2025-08-29 20:30:08,NHB250829203008.RAWLGLR,Long Range,1.0,2025-08-29 21:30:09,2025-08-29 21:30:08,NHB250829213008.RAWLGN0,Long Range,1.0,2025-08-29 22:30:09,2025-08-29 22:30:08,NHB250829223008.RAWLGP9,Long Range,1.0
2072,2025-08-29 19:50:08,NHB250829195008.RAWLGKW,NHB250829195303.RAWLGL0,NHB250829200007.RAWLGL3,NHB250829200304.RAWLGL7,2025-08-29 19:50:08,2025-08-29 19:50:08,NHB250829195008.RAWLGKW,Long Range,0.0,2025-08-29 20:50:08,2025-08-29 20:50:08,NHB250829205008.RAWLGM5,Long Range,0.0,2025-08-29 21:50:08,2025-08-29 21:50:08,NHB250829215008.RAWLGNE,Long Range,0.0,2025-08-29 22:50:08,2025-08-29 22:50:08,NHB250829225008.RAWLGPP,Long Range,0.0
2073,2025-08-29 20:10:08,NHB250829201008.RAWLGLA,NHB250829201304.RAWLGLE,NHB250829202008.RAWLGLH,NHB250829202303.RAWLGLM,2025-08-29 20:10:08,2025-08-29 20:10:08,NHB250829201008.RAWLGLA,Long Range,0.0,2025-08-29 21:10:08,2025-08-29 21:10:07,NHB250829211007.RAWLGMK,Long Range,1.0,2025-08-29 22:10:08,2025-08-29 22:10:08,NHB250829221008.RAWLGNV,Long Range,0.0,2025-08-29 23:10:08,2025-08-29 23:10:08,NHB250829231008.RAWLGR4,Long Range,0.0
2074,2025-08-29 20:30:08,NHB250829203008.RAWLGLR,NHB250829203304.RAWLGLV,NHB250829204008.RAWLGLY,NHB250829204304.RAWLGM2,2025-08-29 20:30:08,2025-08-29 20:30:08,NHB250829203008.RAWLGLR,Long Range,0.0,2025-08-29 21:30:08,2025-08-29 21:30:08,NHB250829213008.RAWLGN0,Long Range,0.0,2025-08-29 22:30:08,2025-08-29 22:30:08,NHB250829223008.RAWLGP9,Long Range,0.0,2025-08-29 23:30:08,2025-08-29 23:30:07,NHB250829233007.RAWLGRJ,Long Range,1.0
2075,2025-08-29 20:50:08,NHB250829205008.RAWLGM5,NHB250829205303.RAWLGM9,NHB250829210007.RAWLGMC,NHB250829210303.RAWLGMG,2025-08-29 20:50:08,2025-08-29 20:50:08,NHB250829205008.RAWLGM5,Long Range,0.0,2025-08-29 21:50:08,2025-08-29 21:50:08,NHB250829215008.RAWLGNE,Long Range,0.0,2025-08-29 22:50:08,2025-08-29 22:50:08,NHB250829225008.RAWLGPP,Long Range,0.0,2025-08-29 23:50:08,2025-08-29 23:50:08,NHB250829235008.RAWLGRZ,Long Range,0.0
2076,2025-08-29 21:10:07,NHB250829211007.RAWLGMK,NHB250829211303.RAWLGMP,NHB250829212008.RAWLGMT,NHB250829212304.RAWLGMX,2025-08-29 21:10:07,2025-08-29 21:10:07,NHB250829211007.RAWLGMK,Long Range,0.0,2025-08-29 22:10:07,2025-08-29 22:10:08,NHB250829221008.RAWLGNV,Long Range,1.0,2025-08-29 23:10:07,2025-08-29 23:10:08,NHB250829231008.RAWLGR4,Long Range,1.0,2025-08-30 00:10:07,2025-08-30 00:10:07,NHB250830001007.RAWLGSD,Long Range,0.0
2077,2025-08-29 21:30:08,NHB250829213008.RAWLGN0,NHB250829213304.RAWLGN4,NHB250829214007.RAWLGN7,NHB250829214304.RAWLGNB,2025-08-29 21:30:08,2025-08-29 21:30:08,NHB250829213008.RAWLGN0,Long Range,0.0,2025-08-29 22:30:08,2025-08-29 22:30:08,NHB250829223008.RAWLGP9,Long Range,0.0,2025-08-29 23:30:08,2025-08-29 23:30:07,NHB250829233007.RAWLGRJ,Long Range,1.0,2025-08-30 00:30:08,2025-08-30 00:30:07,NHB250830003007.RAWLGSU,Long Range,1.0
2078,2025-08-29 21:50:08,NHB250829215008.RAWLGNE,NHB250829215303.RAWLGNJ,NHB250829220008.RAWLGNM,NHB250829220304.RAWLGNS,2025-08-29 21:50:08,2025-08-29 21:50:08,NHB250829215008.RAWLGNE,Long Range,0.0,2025-08-29 22:50:08,2025-08-29 22:50:08,NHB250829225008.RAWLGPP,Long Range,0.0,2025-08-29 23:50:08,2025-08-29 23:50:08,NHB250829235008.RAWLGRZ,Long Range,0.0,2025-08-30 00:50:08,2025-08-30 00:50:08,NHB250830005008.RAWLGT8,Long Range,0.0
2079,2025-08-29 22:10:08,NHB250829221008.RAWLGNV,NHB250829221304.RAWLGNZ,NHB250829222007.RAWLGP2,NHB250829222304.RAWLGP6,2025-08-29 22:10:08,2025-08-29 22:10:08,NHB250829221008.RAWLGNV,Long Range,0.0,2025-08-29 23:10:08,2025-08-29 23:10:08,NHB250829231008.RAWLGR4,Long Range,0.0,2025-08-30 00:10:08,2025-08-30 00:10:07,NHB250830001007.RAWLGSD,Long Range,1.0,2025-08-30 01:10:08,2025-08-30 01:10:08,NHB250830011008.RAWLGTN,Long Range,0.0
2080,2025-08-29 22:30:08,NHB250829223008.RAWLGP9,NHB250829223304.RAWLGPD,NHB250829224008.RAWLGPG,NHB250829224303.RAWLGPL,2025-08-29 22:30:08,2025-08-29 22:30:08,NHB250829223008.RAWLGP9,Long Range,0.0,2025-08-29 23:30:08,2025-08-29 23:30:07,NHB250829233007.RAWLGRJ,Long Range,1.0,2025-08-30 00:30:08,2025-08-30 00:30:07,NHB250830003007.RAWLGSU,Long Range,1.0,2025-08-30 01:30:08,2025-08-30 01:30:07,NHB250830013007.RAWLGU3,Long Range,1.0
2081,2025-08-29 22:50:08,NHB250829225008.RAWLGPP,NHB250829225303.RAWLGPU,NHB250829230008.RAWLGPX,NHB250829230303.RAWLGR1,2025-08-29 22:50:08,2025-08-29 22:50:08,NHB250829225008.RAWLGPP,Long Range,0.0,2025-08-29 23:50:08,2025-08-29 23:50:08,NHB250829235008.RAWLGRZ,Long Range,0.0,2025-08-30 00:50:08,2025-08-30 00:50:08,NHB250830005008.RAWLGT8,Long Range,0.0,2025-08-30 01:50:08,2025-08-30 01:50:08,NHB250830015008.RAWLGUH,Long Range,0.0
2082,2025-08-29 23:10:08,NHB250829231008.RAWLGR4,NHB250829231303.RAWLGR8,NHB250829232008.RAWLGRB,NHB250829232304.RAWLGRF,2025-08-29 23:10:08,2025-08-29 23:10:08,NHB250829231008.RAWLGR4,Long Range,0.0,2025-08-30 00:10:08,2025-08-30 00:10:07,NHB250830001007.RAWLGSD,Long Range,1.0,2025-08-30 01:10:08,2025-08-30 01:10:08,NHB250830011008.RAWLGTN,Long Range,0.0,2025-08-30 02:10:08,2025-08-30 02:10:08,NHB250830021008.RAWLGUY,Long Range,0.0
2083,2025-08-29 23:30:07,NHB250829233007.RAWLGRJ,NHB250829233304.RAWLGRN,NHB250829234007.RAWLGRS,NHB250829234303.RAWLGRW,2025-08-29 23:30:07,2025-08-29 23:30:07,NHB250829233007.RAWLGRJ,Long Range,0.0,2025-08-30 00:30:07,2025-08-30 00:30:07,NHB250830003007.RAWLGSU,Long Range,0.0,2025-08-30 01:30:07,2025-08-30 01:30:07,NHB250830013007.RAWLGU3,Long Range,0.0,2025-08-30 02:30:07,2025-08-30 02:30:07,NHB250830023007.RAWLGVC,Long Range,0.0
2084,2025-08-29 23:50:08,NHB250829235008.RAWLGRZ,NHB250829235304.RAWLGS3,NHB250830000007.RAWLGS6,NHB250830000303.RAWLGSA,2025-08-29 23:50:08,2025-08-29 23:50:08,NHB250829235008.RAWLGRZ,Long Range,0.0,2025-08-30 00:50:08,2025-08-30 00:50:08,NHB250830005008.RAWLGT8,Long Range,0.0,2025-08-30 01:50:08,2025-08-30 01:50:08,NHB250830015008.RAWLGUH,Long Range,0.0,2025-08-30 02:50:08,2025-08-30 02:50:08,NHB250830025008.RAWLGVT,Long Range,0.0
2085,2025-08-30 00:10:07,NHB250830001007.RAWLGSD,NHB250830001303.RAWLGSH,NHB250830002007.RAWLGSL,NHB250830002303.RAWLGSR,2025-08-30 00:10:07,2025-08-30 00:10:07,NHB250830001007.RAWLGSD,Long Range,0.0,2025-08-30 01:10:07,2025-08-30 01:10:08,NHB250830011008.RAWLGTN,Long Range,1.0,2025-08-30 02:10:07,2025-08-30 02:10:08,NHB250830021008.RAWLGUY,Long Range,1.0,2025-08-30 03:10:07,2025-08-30 03:10:07,NHB250830031007.RAWLGW7,Long Range,0.0
2086,2025-08-30 00:30:07,NHB250830003007.RAWLGSU,NHB250830003303.RAWLGSY,NHB250830004008.RAWLGT1,NHB250830004304.RAWLGT5,2025-08-30 00:30:07,2025-08-30 00:30:07,NHB250830003007.RAWLGSU,Long Range,0.0,2025-08-30 01:30:07,2025-08-30 01:30:07,NHB250830013007.RAWLGU3,Long Range,0.0,2025-08-30 02:30:07,2025-08-30 02:30:07,NHB250830023007.RAWLGVC,Long Range,0.0,2025-08-30 03:30:07,2025-08-30 03:30:08,NHB250830033008.RAWLGWM,Long Range,1.0
2087,2025-08-30 00:50:08,NHB250830005008.RAWLGT8,NHB250830005304.RAWLGTC,NHB250830010008.RAWLGTF,NHB250830010305.RAWLGTK,2025-08-30 00:50:08,2025-08-30 00:50:08,NHB250830005008.RAWLGT8,Long Range,0.0,2025-08-30 01:50:08,2025-08-30 01:50:08,NHB250830015008.RAWLGUH,Long Range,0.0,2025-08-30 02:50:08,2025-08-30 02:50:08,NHB250830025008.RAWLGVT,Long Range,0.0,2025-08-30 03:50:08,2025-08-30 03:50:08,NHB250830035008.RAWLGX2,Long Range,0.0
2088,2025-08-30 01:10:08,NHB250830011008.RAWLGTN,NHB250830011303.RAWLGTT,NHB250830012008.RAWLGTW,NHB250830012303.RAWLGU0,2025-08-30 01:10:08,2025-08-30 01:10:08,NHB250830011008.RAWLGTN,Long Range,0.0,2025-08-30 02:10:08,2025-08-30 02:10:08,NHB250830021008.RAWLGUY,Long Range,0.0,2025-08-30 03:10:08,2025-08-30 03:10:07,NHB250830031007.RAWLGW7,Long Range,1.0,2025-08-30 04:10:08,2025-08-30 04:10:07,NHB250830041007.RAWLGXG,Long Range,1.0
2089,2025-08-30 01:30:07,NHB250830013007.RAWLGU3,NHB250830013303.RAWLGU7,NHB250830014008.RAWLGUA,NHB250830014303.RAWLGUE,2025-08-30 01:30:07,2025-08-30 01:30:07,NHB250830013007.RAWLGU3,Long Range,0.0,2025-08-30 02:30:07,2025-08-30 02:30:07,NHB250830023007.RAWLGVC,Long Range,0.0,2025-08-30 03:30:07,2025-08-30 03:30:08,NHB250830033008.RAWLGWM,Long Range,1.0,2025-08-30 04:30:07,2025-08-30 04:30:07,NHB250830043007.RAWLGXX,Long Range,0.0
2090,2025-08-30 01:50:08,NHB250830015008.RAWLGUH,NHB250830015303.RAWLGUM,NHB250830020008.RAWLGUR,NHB250830020303.RAWLGUV,2025-08-30 01:50:08,2025-08-30 01:50:08,NHB250830015008.RAWLGUH,Long Range,0.0,2025-08-30 02:50:08,2025-08-30 02:50:08,NHB250830025008.RAWLGVT,Long Range,0.0,2025-08-30 03:50:08,2025-08-30 03:50:08,NHB250830035008.RAWLGX2,Long Range,0.0,2025-08-30 04:50:08,2025-08-30 04:50:08,NHB250830045008.RAWLGYB,Long Range,0.0
2091,2025-08-30 02:10:08,NHB250830021008.RAWLGUY,NHB250830021304.RAWLGV2,NHB250830022008.RAWLGV5,NHB250830022303.RAWLGV9,2025-08-30 02:10:08,2025-08-30 02:10:08,NHB250830021008.RAWLGUY,Long Range,0.0,2025-08-30 03:10:08,2025-08-30 03:10:07,NHB250830031007.RAWLGW7,Long Range,1.0,2025-08-30 04:10:08,2025-08-30 04:10:07,NHB250830041007.RAWLGXG,Long Range,1.0,2025-08-30 05:10:08,2025-08-30 05:10:08,NHB250830051008.RAWLGYS,Long Range,0.0
2092,2025-08-30 02:30:07,NHB250830023007.RAWLGVC,NHB250830023304.RAWLGVG,NHB250830024008.RAWLGVK,NHB250830024304.RAWLGVP,2025-08-30 02:30:07,2025-08-30 02:30:07,NHB250830023007.RAWLGVC,Long Range,0.0,2025-08-30 03:30:07,2025-08-30 03:30:08,NHB250830033008.RAWLGWM,Long Range,1.0,2025-08-30 04:30:07,2025-08-30 04:30:07,NHB250830043007.RAWLGXX,Long Range,0.0,2025-08-30 05:30:07,2025-08-30 05:30:07,NHB250830053007.RAWLGZ6,Long Range,0.0
2093,2025-08-30 02:50:08,NHB250830025008.RAWLGVT,NHB250830025304.RAWLGVX,NHB250830030008.RAWLGW0,NHB250830030304.RAWLGW4,2025-08-30 02:50:08,2025-08-30 02:50:08,NHB250830025008.RAWLGVT,Long Range,0.0,2025-08-30 03:50:08,2025-08-30 03:50:08,NHB250830035008.RAWLGX2,Long Range,0.0,2025-08-30 04:50:08,2025-08-30 04:50:08,NHB250830045008.RAWLGYB,Long Range,0.0,2025-08-30 05:50:08,2025-08-30 05:50:08,NHB250830055008.RAWLGZL,Long Range,0.0
2094,2025-08-30 03:10:07,NHB250830031007.RAWLGW7,NHB250830031304.RAWLGWB,NHB250830032008.RAWLGWE,NHB250830032304.RAWLGWJ,2025-08-30 03:10:07,2025-08-30 03:10:07,NHB250830031007.RAWLGW7,Long Range,0.0,2025-08-30 04:10:07,2025-08-30 04:10:07,NHB250830041007.RAWLGXG,Long Range,0.0,2025-08-30 05:10:07,2025-08-30 05:10:08,NHB250830051008.RAWLGYS,Long Range,1.0,2025-08-30 06:10:07,2025-08-30 06:10:08,NHB250830061008.RAWLH01,Long Range,1.0
2095,2025-08-30 03:30:08,NHB250830033008.RAWLGWM,NHB250830033303.RAWLGWS,NHB250830034007.RAWLGWV,NHB250830034303.RAWLGWZ,2025-08-30 03:30:08,2025-08-30 03:30:08,NHB250830033008.RAWLGWM,Long Range,0.0,2025-08-30 04:30:08,2025-08-30 04:30:07,NHB250830043007.RAWLGXX,Long Range,1.0,2025-08-30 05:30:08,2025-08-30 05:30:07,NHB250830053007.RAWLGZ6,Long Range,1.0,2025-08-30 06:30:08,2025-08-30 06:30:08,NHB250830063008.RAWLH0F,Long Range,0.0
2096,2025-08-30 03:50:08,NHB250830035008.RAWLGX2,NHB250830035304.RAWLGX6,NHB250830040008.RAWLGX9,NHB250830040304.RAWLGXD,2025-08-30 03:50:08,2025-08-30 03:50:08,NHB250830035008.RAWLGX2,Long Range,0.0,2025-08-30 04:50:08,2025-08-30 04:50:08,NHB250830045008.RAWLGYB,Long Range,0.0,2025-08-30 05:50:08,2025-08-30 05:50:08,NHB250830055008.RAWLGZL,Long Range,0.0,2025-08-30 06:50:08,2025-08-30 06:50:07,NHB250830065007.RAWLH0W,Long Range,1.0
2097,2025-08-30 04:10:07,NHB250830041007.RAWLGXG,NHB250830041305.RAWLGXL,NHB250830042008.RAWLGXP,NHB250830042303.RAWLGXU,2025-08-30 04:10:07,2025-08-30 04:10:07,NHB250830041007.RAWLGXG,Long Range,0.0,2025-08-30 05:10:07,2025-08-30 05:10:08,NHB250830051008.RAWLGYS,Long Range,1.0,2025-08-30 06:10:07,2025-08-30 06:10:08,NHB250830061008.RAWLH01,Long Range,1.0,2025-08-30 07:10:07,2025-08-30 07:10:07,NHB250830071007.RAWLH1A,Long Range,0.0
2098,2025-08-30 04:30:07,NHB250830043007.RAWLGXX,NHB250830043304.RAWLGY1,NHB250830044007.RAWLGY4,NHB250830044303.RAWLGY8,2025-08-30 04:30:07,2025-08-30 04:30:07,NHB250830043007.RAWLGXX,Long Range,0.0,2025-08-30 05:30:07,2025-08-30 05:30:07,NHB250830053007.RAWLGZ6,Long Range,0.0,2025-08-30 06:30:07,2025-08-30 06:30:08,NHB250830063008.RAWLH0F,Long Range,1.0,2025-08-30 07:30:07,2025-08-30 07:30:08,NHB250830073008.RAWLH1R,Long Range,1.0
2099,2025-08-30 04:50:08,NHB250830045008.RAWLGYB,NHB250830045304.RAWLGYF,NHB250830050008.RAWLGYJ,NHB250830050304.RAWLGYN,2025-08-30 04:50:08,2025-08-30 04:50:08,NHB250830045008.RAWLGYB,Long Range,0.0,2025-08-30 05:50:08,2025-08-30 05:50:08,NHB250830055008.RAWLGZL,Long Range,0.0,2025-08-30 06:50:08,2025-08-30 06:50:07,NHB250830065007.RAWLH0W,Long Range,1.0,2025-08-30 07:50:08,2025-08-30 07:50:08,NHB250830075008.RAWLH25,Long Range,0.0
2100,2025-08-30 05:10:08,NHB250830051008.RAWLGYS,NHB250830051303.RAWLGYW,NHB250830052008.RAWLGYZ,NHB250830052303.RAWLGZ3,2025-08-30 05:10:08,2025-08-30 05:10:08,NHB250830051008.RAWLGYS,Long Range,0.0,2025-08-30 06:10:08,2025-08-30 06:10:08,NHB250830061008.RAWLH01,Long Range,0.0,2025-08-30 07:10:08,2025-08-30 07:10:07,NHB250830071007.RAWLH1A,Long Range,1.0,2025-08-30 08:10:08,2025-08-30 08:10:07,NHB250830081007.RAWLH2K,Long Range,1.0
2101,2025-08-30 05:30:07,NHB250830053007.RAWLGZ6,NHB250830053303.RAWLGZA,NHB250830054008.RAWLGZD,NHB250830054303.RAWLGZH,2025-08-30 05:30:07,2025-08-30 05:30:07,NHB250830053007.RAWLGZ6,Long Range,0.0,2025-08-30 06:30:07,2025-08-30 06:30:08,NHB250830063008.RAWLH0F,Long Range,1.0,2025-08-30 07:30:07,2025-08-30 07:30:08,NHB250830073008.RAWLH1R,Long Range,1.0,2025-08-30 08:30:07,2025-08-30 08:30:08,NHB250830083008.RAWLH30,Long Range,1.0
2102,2025-08-30 05:50:08,NHB250830055008.RAWLGZL,NHB250830055304.RAWLGZR,NHB250830060009.RAWLGZU,NHB250830060304.RAWLGZY,2025-08-30 05:50:08,2025-08-30 05:50:08,NHB250830055008.RAWLGZL,Long Range,0.0,2025-08-30 06:50:08,2025-08-30 06:50:07,NHB250830065007.RAWLH0W,Long Range,1.0,2025-08-30 07:50:08,2025-08-30 07:50:08,NHB250830075008.RAWLH25,Long Range,0.0,2025-08-30 08:50:08,2025-08-30 08:50:07,NHB250830085007.RAWLH3E,Long Range,1.0
2103,2025-08-30 06:10:08,NHB250830061008.RAWLH01,NHB250830061304.RAWLH05,NHB250830062008.RAWLH08,NHB250830062304.RAWLH0C,2025-08-30 06:10:08,2025-08-30 06:10:08,NHB250830061008.RAWLH01,Long Range,0.0,2025-08-30 07:10:08,2025-08-30 07:10:07,NHB250830071007.RAWLH1A,Long Range,1.0,2025-08-30 08:10:08,2025-08-30 08:10:07,NHB250830081007.RAWLH2K,Long Range,1.0,2025-08-30 09:10:08,2025-08-30 09:10:08,NHB250830091008.RAWLH3V,Long Range,0.0
2104,2025-08-30 06:30:08,NHB250830063008.RAWLH0F,NHB250830063304.RAWLH0K,NHB250830064007.RAWLH0N,NHB250830064304.RAWLH0T,2025-08-30 06:30:08,2025-08-30 06:30:08,NHB250830063008.RAWLH0F,Long Range,0.0,2025-08-30 07:30:08,2025-08-30 07:30:08,NHB250830073008.RAWLH1R,Long Range,0.0,2025-08-30 08:30:08,2025-08-30 08:30:08,NHB250830083008.RAWLH30,Long Range,0.0,2025-08-30 09:30:08,2025-08-30 09:30:08,NHB250830093008.RAWLH49,Long Range,0.0
