filename,timestamp,mode,nsweeps,weighted_dbz,weather_class
NHB250826173304.RAW6W6Z,2025-08-26 17:33:04,Short Range,8,33.77,Light rain
NHB250826174008.RAW6W72,2025-08-26 17:40:08,Long Range,4,38.28,Light rain
NHB250826174303.RAW6W76,2025-08-26 17:43:03,Short Range,8,34.48,Light rain
NHB250826175007.RAW6W79,2025-08-26 17:50:07,Long Range,4,37.45,Light rain
NHB250826175303.RAW6W7D,2025-08-26 17:53:03,Short Range,8,34.69,Light rain
NHB250826180008.RAW6W7G,2025-08-26 18:00:08,Long Range,4,36.71,Light rain
NHB250826180304.RAW6W7L,2025-08-26 18:03:04,Short Range,8,34.64,Light rain
NHB250826181008.RAW6W7P,2025-08-26 18:10:08,Long Range,4,35.88,Light rain
NHB250826181303.RAW6W7U,2025-08-26 18:13:03,Short Range,8,34.14,Light rain
NHB250826182008.RAW6W7X,2025-08-26 18:20:08,Long Range,4,36.24,Light rain
NHB250826182303.RAW6W81,2025-08-26 18:23:03,Short Range,8,33.83,Light rain
NHB250826183008.RAW6W84,2025-08-26 18:30:08,Long Range,4,36.78,Light rain
NHB250826183303.RAW6W88,2025-08-26 18:33:03,Short Range,8,33.48,Light rain
NHB250826184007.RAW6W8B,2025-08-26 18:40:07,Long Range,4,36.62,Light rain
NHB250826184303.RAW6W8F,2025-08-26 18:43:03,Short Range,8,33.49,Light rain
NHB250826185007.RAW6W8J,2025-08-26 18:50:07,Long Range,4,35.41,Light rain
NHB250826185304.RAW6W8N,2025-08-26 18:53:04,Short Range,8,33.34,Light rain
NHB250826190007.RAW6W8S,2025-08-26 19:00:07,Long Range,4,35.72,Light rain
NHB250826190303.RAW6W8W,2025-08-26 19:03:03,Short Range,8,33.12,Light rain
NHB250826191008.RAW6W8Z,2025-08-26 19:10:08,Long Range,4,34.56,Light rain
NHB250826191304.RAW6W93,2025-08-26 19:13:04,Short Range,8,33.03,Light rain
NHB250826192008.RAW6W96,2025-08-26 19:20:08,Long Range,4,35.25,Light rain
NHB250826192303.RAW6W9A,2025-08-26 19:23:03,Short Range,8,32.43,Light rain
NHB250826193008.RAW6W9D,2025-08-26 19:30:08,Long Range,4,34.45,Light rain
NHB250826193303.RAW6W9H,2025-08-26 19:33:03,Short Range,8,32.22,Light rain
NHB250826194008.RAW6W9L,2025-08-26 19:40:08,Long Range,4,35.2,Light rain
NHB250826194303.RAW6W9R,2025-08-26 19:43:03,Short Range,8,32.95,Light rain
NHB250826195008.RAW6W9U,2025-08-26 19:50:08,Long Range,4,35.61,Light rain
NHB250826195303.RAW6W9Y,2025-08-26 19:53:03,Short Range,8,33.98,Light rain
NHB250826200007.RAW6WA1,2025-08-26 20:00:07,Long Range,4,36.72,Light rain
NHB250826200304.RAW6WA5,2025-08-26 20:03:04,Short Range,8,34.17,Light rain
NHB250826201008.RAW6WA8,2025-08-26 20:10:08,Long Range,4,37.89,Light rain
NHB250826201304.RAW6WAC,2025-08-26 20:13:04,Short Range,8,34.89,Light rain
NHB250826202008.RAW6WAF,2025-08-26 20:20:08,Long Range,4,37.83,Light rain
NHB250826202303.RAW6WAK,2025-08-26 20:23:03,Short Range,8,35.1,Light rain
NHB250826203008.RAW6WAN,2025-08-26 20:30:08,Long Range,4,38.06,Light rain
NHB250826203304.RAW6WAT,2025-08-26 20:33:04,Short Range,8,35.44,Light rain
NHB250826204007.RAW6WAW,2025-08-26 20:40:07,Long Range,4,36.95,Light rain
NHB250826204304.RAW6WB0,2025-08-26 20:43:04,Short Range,8,35.08,Light rain
NHB250826205007.RAW6WB3,2025-08-26 20:50:07,Long Range,4,35.91,Light rain
NHB250826205303.RAW6WB7,2025-08-26 20:53:03,Short Range,8,35.15,Light rain
NHB250826210007.RAW6WBA,2025-08-26 21:00:07,Long Range,4,35.95,Light rain
NHB250826210303.RAW6WBE,2025-08-26 21:03:03,Short Range,8,33.67,Light rain
NHB250826211008.RAW6WBH,2025-08-26 21:10:08,Long Range,4,34.29,Light rain
NHB250826211303.RAW6WBM,2025-08-26 21:13:03,Short Range,8,31.16,Light rain
NHB250826212009.RAW6WBR,2025-08-26 21:20:09,Long Range,4,33.49,Light rain
NHB250826212303.RAW6WBV,2025-08-26 21:23:03,Short Range,8,30.43,Light rain
NHB250826213009.RAW6WBY,2025-08-26 21:30:09,Long Range,4,33.26,Light rain
NHB250826213305.RAW6WC2,2025-08-26 21:33:05,Short Range,8,27.94,Clear
NHB250826214008.RAW6WC5,2025-08-26 21:40:08,Long Range,4,33.73,Light rain
NHB250826214304.RAW6WC9,2025-08-26 21:43:04,Short Range,8,27.69,Clear
NHB250826215007.RAW6WCC,2025-08-26 21:50:07,Long Range,4,31.72,Light rain
NHB250826215304.RAW6WCG,2025-08-26 21:53:04,Short Range,8,26.74,Clear
NHB250826220007.RAW6WCK,2025-08-26 22:00:07,Long Range,4,29.92,Clear
NHB250826220303.RAW6WCP,2025-08-26 22:03:03,Short Range,8,25.53,Clear
NHB250826221009.RAW6WCT,2025-08-26 22:10:09,Long Range,4,30.24,Light rain
NHB250826221303.RAW6WCX,2025-08-26 22:13:03,Short Range,8,25.86,Clear
NHB250826222008.RAW6WD0,2025-08-26 22:20:08,Long Range,4,30.5,Light rain
NHB250826222304.RAW6WD4,2025-08-26 22:23:04,Short Range,8,26.66,Clear
NHB250826223008.RAW6WD7,2025-08-26 22:30:08,Long Range,4,30.56,Light rain
NHB250826223304.RAW6WDB,2025-08-26 22:33:04,Short Range,8,25.3,Clear
NHB250826224007.RAW6WDE,2025-08-26 22:40:07,Long Range,4,30.03,Light rain
NHB250826224303.RAW6WDJ,2025-08-26 22:43:03,Short Range,8,24.1,Clear
NHB250826225008.RAW6WDM,2025-08-26 22:50:08,Long Range,4,31.75,Light rain
NHB250826225303.RAW6WDS,2025-08-26 22:53:03,Short Range,8,27.59,Clear
NHB250826230008.RAW6WDV,2025-08-26 23:00:08,Long Range,4,31.65,Light rain
NHB250826230304.RAW6WDZ,2025-08-26 23:03:04,Short Range,8,27.18,Clear
NHB250826231008.RAW6WE2,2025-08-26 23:10:08,Long Range,4,30.53,Light rain
NHB250826231303.RAW6WE6,2025-08-26 23:13:03,Short Range,8,27.25,Clear
NHB250826232008.RAW6WE9,2025-08-26 23:20:08,Long Range,4,29.55,Clear
NHB250826232303.RAW6WED,2025-08-26 23:23:03,Short Range,8,27.69,Clear
NHB250826233008.RAW6WEG,2025-08-26 23:30:08,Long Range,4,30.57,Light rain
NHB250826233303.RAW6WEL,2025-08-26 23:33:03,Short Range,8,29.26,Clear
NHB250826234007.RAW6WEP,2025-08-26 23:40:07,Long Range,4,30.85,Light rain
NHB250826234303.RAW6WEU,2025-08-26 23:43:03,Short Range,8,29.94,Clear
NHB250826235008.RAW6WEX,2025-08-26 23:50:08,Long Range,4,32.41,Light rain
NHB250826235303.RAW6WF1,2025-08-26 23:53:03,Short Range,8,30.53,Light rain
NHB250827000007.RAW6WF4,2025-08-27 00:00:07,Long Range,4,32.06,Light rain
NHB250827000304.RAW6WF8,2025-08-27 00:03:04,Short Range,8,30.95,Light rain
NHB250827001009.RAW6WFB,2025-08-27 00:10:09,Long Range,4,31.78,Light rain
NHB250827001305.RAW6WFF,2025-08-27 00:13:05,Short Range,8,32.33,Light rain
NHB250827002008.RAW6WFJ,2025-08-27 00:20:08,Long Range,4,31.99,Light rain
NHB250827002304.RAW6WFN,2025-08-27 00:23:04,Short Range,8,31.3,Light rain
NHB250827003008.RAW6WFS,2025-08-27 00:30:08,Long Range,4,31.7,Light rain
NHB250827003303.RAW6WFW,2025-08-27 00:33:03,Short Range,8,31.38,Light rain
NHB250827004007.RAW6WFZ,2025-08-27 00:40:07,Long Range,4,32.54,Light rain
NHB250827004303.RAW6WG3,2025-08-27 00:43:03,Short Range,8,32.53,Light rain
NHB250827005008.RAW6WG6,2025-08-27 00:50:08,Long Range,4,31.1,Light rain
NHB250827005303.RAW6WGA,2025-08-27 00:53:03,Short Range,8,31.07,Light rain
NHB250827010007.RAW6WGD,2025-08-27 01:00:07,Long Range,4,31.66,Light rain
NHB250827010304.RAW6WGH,2025-08-27 01:03:04,Short Range,8,30.74,Light rain
NHB250827011008.RAW6WGL,2025-08-27 01:10:08,Long Range,4,31.4,Light rain
NHB250827011304.RAW6WGR,2025-08-27 01:13:04,Short Range,8,29.33,Clear
NHB250827012009.RAW6WGU,2025-08-27 01:20:09,Long Range,4,30.88,Light rain
NHB250827012303.RAW6WGY,2025-08-27 01:23:03,Short Range,8,29.18,Clear
NHB250827013008.RAW6WH1,2025-08-27 01:30:08,Long Range,4,30.85,Light rain
NHB250827013304.RAW6WH5,2025-08-27 01:33:04,Short Range,8,28.33,Clear
NHB250827014008.RAW6WH8,2025-08-27 01:40:08,Long Range,4,29.57,Clear
NHB250827014304.RAW6WHC,2025-08-27 01:43:04,Short Range,8,28.68,Clear
NHB250827015007.RAW6WHF,2025-08-27 01:50:07,Long Range,4,29.9,Clear
NHB250827015304.RAW6WHK,2025-08-27 01:53:04,Short Range,8,27.86,Clear
NHB250827020008.RAW6WHN,2025-08-27 02:00:08,Long Range,4,30.33,Light rain
NHB250827020303.RAW6WHT,2025-08-27 02:03:03,Short Range,8,27.81,Clear
NHB250827021008.RAW6WHW,2025-08-27 02:10:08,Long Range,4,29.43,Clear
NHB250827021304.RAW6WJ0,2025-08-27 02:13:04,Short Range,8,27.76,Clear
NHB250827022007.RAW6WJ3,2025-08-27 02:20:07,Long Range,4,30.21,Light rain
NHB250827022303.RAW6WJ7,2025-08-27 02:23:03,Short Range,8,28.74,Clear
NHB250827023008.RAW6WJA,2025-08-27 02:30:08,Long Range,4,30.48,Light rain
NHB250827023304.RAW6WJE,2025-08-27 02:33:04,Short Range,8,29.7,Clear
NHB250827024007.RAW6WJH,2025-08-27 02:40:07,Long Range,4,31.22,Light rain
NHB250827024303.RAW6WJM,2025-08-27 02:43:03,Short Range,8,33.61,Light rain
NHB250827025008.RAW6WJR,2025-08-27 02:50:08,Long Range,4,35.66,Light rain
NHB250827025303.RAW6WJV,2025-08-27 02:53:03,Short Range,8,36.31,Light rain
NHB250827030007.RAW6WJY,2025-08-27 03:00:07,Long Range,4,36.11,Light rain
NHB250827030304.RAW6WK2,2025-08-27 03:03:04,Short Range,8,38.99,Light rain
NHB250827031008.RAW6WK5,2025-08-27 03:10:08,Long Range,4,39.39,Light rain
NHB250827031303.RAW6WK9,2025-08-27 03:13:03,Short Range,8,42.45,Moderate rain
NHB250827032008.RAW6WKC,2025-08-27 03:20:08,Long Range,4,41.69,Moderate rain
NHB250827032303.RAW6WKG,2025-08-27 03:23:03,Short Range,8,43.69,Moderate rain
NHB250827033008.RAW6WKK,2025-08-27 03:30:08,Long Range,4,42.63,Moderate rain
NHB250827033303.RAW6WKP,2025-08-27 03:33:03,Short Range,8,45.48,Moderate rain
NHB250827034008.RAW6WKT,2025-08-27 03:40:08,Long Range,4,43.33,Moderate rain
NHB250827034303.RAW6WKX,2025-08-27 03:43:03,Short Range,8,47.26,Moderate rain
NHB250827035007.RAW6WL0,2025-08-27 03:50:07,Long Range,4,44.09,Moderate rain
NHB250827035304.RAW6WL4,2025-08-27 03:53:04,Short Range,8,47.83,Heavy rain
NHB250827040007.RAW6WL7,2025-08-27 04:00:07,Long Range,4,44.72,Moderate rain
NHB250827040303.RAW6WLB,2025-08-27 04:03:03,Short Range,8,47.21,Moderate rain
NHB250827041008.RAW6WLE,2025-08-27 04:10:08,Long Range,4,45.16,Moderate rain
NHB250827041303.RAW6WLJ,2025-08-27 04:13:03,Short Range,8,46.93,Moderate rain
NHB250827042008.RAW6WLM,2025-08-27 04:20:08,Long Range,4,43.24,Moderate rain
NHB250827042304.RAW6WLS,2025-08-27 04:23:04,Short Range,8,45.8,Moderate rain
NHB250827043007.RAW6WLV,2025-08-27 04:30:07,Long Range,4,45.24,Moderate rain
NHB250827043304.RAW6WLZ,2025-08-27 04:33:04,Short Range,8,46.99,Moderate rain
NHB250827044008.RAW6WM2,2025-08-27 04:40:08,Long Range,4,43.65,Moderate rain
NHB250827044304.RAW6WM6,2025-08-27 04:43:04,Short Range,8,44.59,Moderate rain
NHB250827045008.RAW6WM9,2025-08-27 04:50:08,Long Range,4,42.14,Moderate rain
NHB250827045304.RAW6WMD,2025-08-27 04:53:04,Short Range,8,43.78,Moderate rain
NHB250827050008.RAW6WMG,2025-08-27 05:00:08,Long Range,4,42.41,Moderate rain
NHB250827050303.RAW6WML,2025-08-27 05:03:03,Short Range,8,42.84,Moderate rain
NHB250827051008.RAW6WMP,2025-08-27 05:10:08,Long Range,4,41.75,Moderate rain
NHB250827051304.RAW6WMU,2025-08-27 05:13:04,Short Range,8,41.97,Moderate rain
NHB250827052009.RAW6WMX,2025-08-27 05:20:09,Long Range,4,40.98,Moderate rain
NHB250827052303.RAW6WN1,2025-08-27 05:23:03,Short Range,8,41.84,Moderate rain
NHB250827053007.RAW6WN4,2025-08-27 05:30:07,Long Range,4,42.62,Moderate rain
NHB250827053304.RAW6WN8,2025-08-27 05:33:04,Short Range,8,43.26,Moderate rain
NHB250827054008.RAW6WNB,2025-08-27 05:40:08,Long Range,4,43.7,Moderate rain
NHB250827054303.RAW6WNF,2025-08-27 05:43:03,Short Range,8,44.66,Moderate rain
NHB250827055008.RAW6WNJ,2025-08-27 05:50:08,Long Range,4,45.34,Moderate rain
NHB250827055303.RAW6WNN,2025-08-27 05:53:03,Short Range,8,46.79,Moderate rain
NHB250827060008.RAW6WNS,2025-08-27 06:00:08,Long Range,4,45.44,Moderate rain
NHB250827060303.RAW6WNW,2025-08-27 06:03:03,Short Range,8,49.56,Heavy rain
NHB250827061008.RAW6WNZ,2025-08-27 06:10:08,Long Range,4,47.37,Moderate rain
NHB250827061303.RAW6WP3,2025-08-27 06:13:03,Short Range,8,49.76,Heavy rain
NHB250827062007.RAW6WP6,2025-08-27 06:20:07,Long Range,4,47.06,Moderate rain
NHB250827062305.RAW6WPA,2025-08-27 06:23:05,Short Range,8,50.74,Heavy rain
NHB250827063007.RAW6WPD,2025-08-27 06:30:07,Long Range,4,48.71,Heavy rain
NHB250827063304.RAW6WPH,2025-08-27 06:33:04,Short Range,8,51.08,Heavy rain
NHB250827064008.RAW6WPL,2025-08-27 06:40:08,Long Range,4,48.31,Heavy rain
NHB250827064304.RAW6WPR,2025-08-27 06:43:04,Short Range,8,51.02,Heavy rain
NHB250827065008.RAW6WPU,2025-08-27 06:50:08,Long Range,4,49.56,Heavy rain
NHB250827065304.RAW6WPY,2025-08-27 06:53:04,Short Range,8,51.98,Heavy rain
NHB250827070009.RAW6WR1,2025-08-27 07:00:09,Long Range,4,49.58,Heavy rain
NHB250827070304.RAW6WR5,2025-08-27 07:03:04,Short Range,8,51.72,Heavy rain
NHB250827071007.RAW6WR8,2025-08-27 07:10:07,Long Range,4,49.24,Heavy rain
NHB250827071303.RAW6WRC,2025-08-27 07:13:03,Short Range,8,52.09,Heavy rain
NHB250827072008.RAW6WRF,2025-08-27 07:20:08,Long Range,4,50.04,Heavy rain
NHB250827072303.RAW6WRK,2025-08-27 07:23:03,Short Range,8,52.33,Heavy rain
NHB250827073008.RAW6WRN,2025-08-27 07:30:08,Long Range,4,50.7,Heavy rain
NHB250827073304.RAW6WRT,2025-08-27 07:33:04,Short Range,8,53.18,Heavy rain
NHB250827074008.RAW6WRW,2025-08-27 07:40:08,Long Range,4,51.22,Heavy rain
NHB250827074303.RAW6WS0,2025-08-27 07:43:03,Short Range,8,53.6,Heavy rain
NHB250827075008.RAW6WS3,2025-08-27 07:50:08,Long Range,4,50.92,Heavy rain
NHB250827075304.RAW6WS7,2025-08-27 07:53:04,Short Range,8,54.13,Heavy rain
NHB250827080008.RAW6WSA,2025-08-27 08:00:08,Long Range,4,50.31,Heavy rain
NHB250827080304.RAW6WSE,2025-08-27 08:03:04,Short Range,8,53.51,Heavy rain
NHB250827081007.RAW6WSH,2025-08-27 08:10:07,Long Range,4,50.11,Heavy rain
NHB250827081304.RAW6WSM,2025-08-27 08:13:04,Short Range,8,53.63,Heavy rain
NHB250827082008.RAW6WSR,2025-08-27 08:20:08,Long Range,4,49.57,Heavy rain
NHB250827082303.RAW6WSV,2025-08-27 08:23:03,Short Range,8,52.1,Heavy rain
NHB250827083008.RAW6WSY,2025-08-27 08:30:08,Long Range,4,49.75,Heavy rain
NHB250827083304.RAW6WT2,2025-08-27 08:33:04,Short Range,8,51.92,Heavy rain
NHB250827084007.RAW6WT5,2025-08-27 08:40:07,Long Range,4,49.93,Heavy rain
NHB250827084304.RAW6WT9,2025-08-27 08:43:04,Short Range,8,53.34,Heavy rain
NHB250827085008.RAW6WTC,2025-08-27 08:50:08,Long Range,4,50.35,Heavy rain
NHB250827085303.RAW6WTG,2025-08-27 08:53:03,Short Range,8,53.15,Heavy rain
NHB250827090008.RAW6WTK,2025-08-27 09:00:08,Long Range,4,50.3,Heavy rain
NHB250827090304.RAW6WTP,2025-08-27 09:03:04,Short Range,8,54.48,Heavy rain
NHB250827091008.RAW6WTT,2025-08-27 09:10:08,Long Range,4,50.83,Heavy rain
NHB250827091303.RAW6WTX,2025-08-27 09:13:03,Short Range,8,53.15,Heavy rain
NHB250827092008.RAW6WU0,2025-08-27 09:20:08,Long Range,4,47.67,Heavy rain
NHB250827092304.RAW6WU4,2025-08-27 09:23:04,Short Range,8,48.45,Heavy rain
NHB250827093008.RAW6WU7,2025-08-27 09:30:08,Long Range,4,48.18,Heavy rain
NHB250827093303.RAW6WUB,2025-08-27 09:33:03,Short Range,8,50.01,Heavy rain
NHB250827094009.RAW6WUE,2025-08-27 09:40:09,Long Range,4,48.95,Heavy rain
NHB250827094304.RAW6WUJ,2025-08-27 09:43:04,Short Range,8,49.98,Heavy rain
NHB250827095007.RAW6WUM,2025-08-27 09:50:07,Long Range,4,49.22,Heavy rain
NHB250827095304.RAW6WUS,2025-08-27 09:53:04,Short Range,8,49.77,Heavy rain
NHB250827100009.RAW6WUV,2025-08-27 10:00:09,Long Range,4,48.65,Heavy rain
NHB250827100304.RAW6WUZ,2025-08-27 10:03:04,Short Range,8,48.7,Heavy rain
NHB250827101007.RAW6WV2,2025-08-27 10:10:07,Long Range,4,47.22,Moderate rain
NHB250827101303.RAW6WV6,2025-08-27 10:13:03,Short Range,8,47.13,Moderate rain
NHB250827102008.RAW6WV9,2025-08-27 10:20:08,Long Range,4,46.43,Moderate rain
NHB250827102303.RAW6WVD,2025-08-27 10:23:03,Short Range,8,46.2,Moderate rain
NHB250827103009.RAW6WVG,2025-08-27 10:30:09,Long Range,4,45.77,Moderate rain
NHB250827103303.RAW6WVL,2025-08-27 10:33:03,Short Range,8,46.04,Moderate rain
NHB250827104008.RAW6WVP,2025-08-27 10:40:08,Long Range,4,45.5,Moderate rain
NHB250827104305.RAW6WVU,2025-08-27 10:43:05,Short Range,8,44.69,Moderate rain
NHB250827105008.RAW6WVX,2025-08-27 10:50:08,Long Range,4,44.1,Moderate rain
NHB250827105303.RAW6WW1,2025-08-27 10:53:03,Short Range,8,42.97,Moderate rain
NHB250827110007.RAW6WW4,2025-08-27 11:00:07,Long Range,4,43.31,Moderate rain
NHB250827110303.RAW6WW8,2025-08-27 11:03:03,Short Range,8,41.25,Moderate rain
NHB250827111008.RAW6WWB,2025-08-27 11:10:08,Long Range,4,42.54,Moderate rain
NHB250827111303.RAW6WWF,2025-08-27 11:13:03,Short Range,8,40.2,Moderate rain
NHB250827112008.RAW6WWJ,2025-08-27 11:20:08,Long Range,4,42.99,Moderate rain
NHB250827112304.RAW6WWN,2025-08-27 11:23:04,Short Range,8,39.94,Light rain
NHB250827113007.RAW6WWS,2025-08-27 11:30:07,Long Range,4,43.05,Moderate rain
NHB250827113303.RAW6WWW,2025-08-27 11:33:03,Short Range,8,40.5,Moderate rain
NHB250827114007.RAW6WWZ,2025-08-27 11:40:07,Long Range,4,42.73,Moderate rain
NHB250827114303.RAW6WX3,2025-08-27 11:43:03,Short Range,8,41.03,Moderate rain
NHB250827115007.RAW6WX6,2025-08-27 11:50:07,Long Range,4,42.69,Moderate rain
NHB250827115303.RAW6WXA,2025-08-27 11:53:03,Short Range,8,41.83,Moderate rain
NHB250827120008.RAW6WXD,2025-08-27 12:00:08,Long Range,4,41.72,Moderate rain
NHB250827120303.RAW6WXH,2025-08-27 12:03:03,Short Range,8,41.15,Moderate rain
NHB250827121009.RAW6WXL,2025-08-27 12:10:09,Long Range,4,42.21,Moderate rain
NHB250827121303.RAW6WXR,2025-08-27 12:13:03,Short Range,8,40.93,Moderate rain
NHB250827122007.RAW6WXU,2025-08-27 12:20:07,Long Range,4,43.35,Moderate rain
NHB250827122303.RAW6WXY,2025-08-27 12:23:03,Short Range,8,40.93,Moderate rain
NHB250827123008.RAW6WY1,2025-08-27 12:30:08,Long Range,4,43.29,Moderate rain
NHB250827123304.RAW6WY5,2025-08-27 12:33:04,Short Range,8,40.77,Moderate rain
NHB250827124008.RAW6WY8,2025-08-27 12:40:08,Long Range,4,43.71,Moderate rain
NHB250827124303.RAW6WYC,2025-08-27 12:43:03,Short Range,8,41.43,Moderate rain
NHB250827125008.RAW6WYF,2025-08-27 12:50:08,Long Range,4,44.53,Moderate rain
NHB250827125303.RAW6WYK,2025-08-27 12:53:03,Short Range,8,42.74,Moderate rain
NHB250827130007.RAW6WYN,2025-08-27 13:00:07,Long Range,4,44.79,Moderate rain
NHB250827130303.RAW6WYT,2025-08-27 13:03:03,Short Range,8,43.64,Moderate rain
NHB250827131007.RAW6WYW,2025-08-27 13:10:07,Long Range,4,46.63,Moderate rain
NHB250827131303.RAW6WZ0,2025-08-27 13:13:03,Short Range,8,45.96,Moderate rain
NHB250827132008.RAW6WZ3,2025-08-27 13:20:08,Long Range,4,46.68,Moderate rain
NHB250827132305.RAW6WZ7,2025-08-27 13:23:05,Short Range,8,46.98,Moderate rain
NHB250827133008.RAW6WZA,2025-08-27 13:30:08,Long Range,4,47.75,Heavy rain
NHB250827133303.RAW6WZE,2025-08-27 13:33:03,Short Range,8,48.86,Heavy rain
NHB250827134008.RAW6WZH,2025-08-27 13:40:08,Long Range,4,47.11,Moderate rain
NHB250827134303.RAW6WZM,2025-08-27 13:43:03,Short Range,8,48.23,Heavy rain
NHB250827135007.RAW6WZR,2025-08-27 13:50:07,Long Range,4,46.07,Moderate rain
NHB250827135304.RAW6WZV,2025-08-27 13:53:04,Short Range,8,48.2,Heavy rain
NHB250827140008.RAW6WZY,2025-08-27 14:00:08,Long Range,4,45.6,Moderate rain
NHB250827140304.RAW6X02,2025-08-27 14:03:04,Short Range,8,48.46,Heavy rain
NHB250827141008.RAW6X05,2025-08-27 14:10:08,Long Range,4,45.68,Moderate rain
NHB250827141305.RAW6X09,2025-08-27 14:13:05,Short Range,8,48.93,Heavy rain
NHB250827142008.RAW6X0C,2025-08-27 14:20:08,Long Range,4,46.38,Moderate rain
NHB250827142303.RAW6X0G,2025-08-27 14:23:03,Short Range,8,50.56,Heavy rain
NHB250827143008.RAW6X0K,2025-08-27 14:30:08,Long Range,4,46.71,Moderate rain
NHB250827143303.RAW6X0P,2025-08-27 14:33:03,Short Range,8,49.15,Heavy rain
NHB250827144007.RAW6X0T,2025-08-27 14:40:07,Long Range,4,45.42,Moderate rain
NHB250827144304.RAW6X0X,2025-08-27 14:43:04,Short Range,8,48.37,Heavy rain
NHB250827145007.RAW6X10,2025-08-27 14:50:07,Long Range,4,45.65,Moderate rain
NHB250827145303.RAW6X14,2025-08-27 14:53:03,Short Range,8,47.24,Moderate rain
NHB250827150007.RAW6X17,2025-08-27 15:00:07,Long Range,4,45.17,Moderate rain
NHB250827150303.RAW6X1B,2025-08-27 15:03:03,Short Range,8,46.74,Moderate rain
NHB250827151008.RAW6X1E,2025-08-27 15:10:08,Long Range,4,44.8,Moderate rain
NHB250827151304.RAW6X1J,2025-08-27 15:13:04,Short Range,8,44.88,Moderate rain
NHB250827152008.RAW6X1M,2025-08-27 15:20:08,Long Range,4,43.76,Moderate rain
NHB250827152303.RAW6X1S,2025-08-27 15:23:03,Short Range,8,43.03,Moderate rain
NHB250827153007.RAW6X1V,2025-08-27 15:30:07,Long Range,4,42.37,Moderate rain
NHB250827153304.RAW6X1Z,2025-08-27 15:33:04,Short Range,8,41.45,Moderate rain
NHB250827154007.RAW6X22,2025-08-27 15:40:07,Long Range,4,41.91,Moderate rain
NHB250827154304.RAW6X26,2025-08-27 15:43:04,Short Range,8,41.87,Moderate rain
NHB250827155007.RAW6X29,2025-08-27 15:50:07,Long Range,4,41.75,Moderate rain
NHB250827155303.RAW6X2D,2025-08-27 15:53:03,Short Range,8,41.34,Moderate rain
NHB250827160008.RAW6X2G,2025-08-27 16:00:08,Long Range,4,40.44,Moderate rain
NHB250827160303.RAW6X2L,2025-08-27 16:03:03,Short Range,8,40.35,Moderate rain
NHB250827161008.RAW6X2P,2025-08-27 16:10:08,Long Range,4,39.97,Light rain
NHB250827161304.RAW6X2U,2025-08-27 16:13:04,Short Range,8,39.84,Light rain
NHB250827162008.RAW6X2X,2025-08-27 16:20:08,Long Range,4,38.43,Light rain
NHB250827162303.RAW6X31,2025-08-27 16:23:03,Short Range,8,38.36,Light rain
NHB250827163008.RAW6X34,2025-08-27 16:30:08,Long Range,4,38.42,Light rain
NHB250827163303.RAW6X38,2025-08-27 16:33:03,Short Range,8,39.35,Light rain
NHB250827164007.RAW6X3B,2025-08-27 16:40:07,Long Range,4,38.16,Light rain
NHB250827164304.RAW6X3F,2025-08-27 16:43:04,Short Range,8,38.46,Light rain
NHB250827165008.RAW6X3J,2025-08-27 16:50:08,Long Range,4,37.47,Light rain
NHB250827165304.RAW6X3N,2025-08-27 16:53:04,Short Range,8,37.69,Light rain
NHB250827170008.RAW6X3S,2025-08-27 17:00:08,Long Range,4,37.87,Light rain
NHB250827170303.RAW6X3W,2025-08-27 17:03:03,Short Range,8,36.09,Light rain
NHB250827171008.RAW6X3Z,2025-08-27 17:10:08,Long Range,4,37.02,Light rain
NHB250827171304.RAW6X43,2025-08-27 17:13:04,Short Range,8,34.54,Light rain
NHB250827172008.RAW6X46,2025-08-27 17:20:08,Long Range,4,37.23,Light rain
NHB250827172304.RAW6X4A,2025-08-27 17:23:04,Short Range,8,33.4,Light rain
NHB250827173007.RAW6X4D,2025-08-27 17:30:07,Long Range,4,37.09,Light rain
NHB250827173304.RAW6X4H,2025-08-27 17:33:04,Short Range,8,32.28,Light rain
NHB250827174008.RAW6X4L,2025-08-27 17:40:08,Long Range,4,36.94,Light rain
NHB250827174303.RAW6X4R,2025-08-27 17:43:03,Short Range,8,31.45,Light rain
NHB250827175008.RAW6X4U,2025-08-27 17:50:08,Long Range,4,36.5,Light rain
NHB250827175304.RAW6X4Y,2025-08-27 17:53:04,Short Range,8,30.25,Light rain
NHB250827180009.RAW6X51,2025-08-27 18:00:09,Long Range,4,36.53,Light rain
NHB250827180304.RAW6X55,2025-08-27 18:03:04,Short Range,8,29.04,Clear
NHB250827181008.RAWCX47,2025-08-27 18:10:08,Long Range,4,36.34,Light rain
NHB250827181304.RAWCX43,2025-08-27 18:13:04,Short Range,8,29.08,Clear
NHB250827182007.RAWCX46,2025-08-27 18:20:07,Long Range,4,35.7,Light rain
NHB250827182303.RAWCX36,2025-08-27 18:23:03,Short Range,8,27.96,Clear
NHB250827183007.RAWCX37,2025-08-27 18:30:07,Long Range,4,35.85,Light rain
NHB250827183305.RAWCX38,2025-08-27 18:33:05,Short Range,8,28.49,Clear
NHB250827184008.RAWCX39,2025-08-27 18:40:08,Long Range,4,35.39,Light rain
NHB250827184303.RAWCX3A,2025-08-27 18:43:03,Short Range,8,29.28,Clear
NHB250827185007.RAWCX3B,2025-08-27 18:50:07,Long Range,4,36.22,Light rain
