group_id,t0,file_t0,t3,file_t3,t10,file_t10,t13,file_t13
1894,2025-08-27 08:30:08,NHB250827083008.RAW6WSY,2025-08-27 08:33:04,NHB250827083304.RAW6WT2,2025-08-27 08:40:07,NHB250827084007.RAW6WT5,2025-08-27 08:43:04,NHB250827084304.RAW6WT9
1895,2025-08-27 08:50:08,NHB250827085008.RAW6WTC,2025-08-27 08:53:03,NHB250827085303.RAW6WTG,2025-08-27 09:00:08,NHB250827090008.RAW6WTK,2025-08-27 09:03:04,NHB250827090304.RAW6WTP
1896,2025-08-27 09:10:08,NHB250827091008.RAW6WTT,2025-08-27 09:13:03,NHB250827091303.RAW6WTX,2025-08-27 09:20:08,NHB250827092008.RAW6WU0,2025-08-27 09:23:04,NHB250827092304.RAW6WU4
1897,2025-08-27 09:30:08,NHB250827093008.RAW6WU7,2025-08-27 09:33:03,NHB250827093303.RAW6WUB,2025-08-27 09:40:09,NHB250827094009.RAW6WUE,2025-08-27 09:43:04,NHB250827094304.RAW6WUJ
1898,2025-08-27 09:50:07,NHB250827095007.RAW6WUM,2025-08-27 09:53:04,NHB250827095304.RAW6WUS,2025-08-27 10:00:09,NHB250827100009.RAW6WUV,2025-08-27 10:03:04,NHB250827100304.RAW6WUZ
1899,2025-08-27 10:10:07,NHB250827101007.RAW6WV2,2025-08-27 10:13:03,NHB250827101303.RAW6WV6,2025-08-27 10:20:08,NHB250827102008.RAW6WV9,2025-08-27 10:23:03,NHB250827102303.RAW6WVD
1900,2025-08-27 10:30:09,NHB250827103009.RAW6WVG,2025-08-27 10:33:03,NHB250827103303.RAW6WVL,2025-08-27 10:40:08,NHB250827104008.RAW6WVP,2025-08-27 10:43:05,NHB250827104305.RAW6WVU
1901,2025-08-27 10:50:08,NHB250827105008.RAW6WVX,2025-08-27 10:53:03,NHB250827105303.RAW6WW1,2025-08-27 11:00:07,NHB250827110007.RAW6WW4,2025-08-27 11:03:03,NHB250827110303.RAW6WW8
1902,2025-08-27 11:10:08,NHB250827111008.RAW6WWB,2025-08-27 11:13:03,NHB250827111303.RAW6WWF,2025-08-27 11:20:08,NHB250827112008.RAW6WWJ,2025-08-27 11:23:04,NHB250827112304.RAW6WWN
1903,2025-08-27 11:30:07,NHB250827113007.RAW6WWS,2025-08-27 11:33:03,NHB250827113303.RAW6WWW,2025-08-27 11:40:07,NHB250827114007.RAW6WWZ,2025-08-27 11:43:03,NHB250827114303.RAW6WX3
1904,2025-08-27 11:50:07,NHB250827115007.RAW6WX6,2025-08-27 11:53:03,NHB250827115303.RAW6WXA,2025-08-27 12:00:08,NHB250827120008.RAW6WXD,2025-08-27 12:03:03,NHB250827120303.RAW6WXH
1905,2025-08-27 12:10:09,NHB250827121009.RAW6WXL,2025-08-27 12:13:03,NHB250827121303.RAW6WXR,2025-08-27 12:20:07,NHB250827122007.RAW6WXU,2025-08-27 12:23:03,NHB250827122303.RAW6WXY
1906,2025-08-27 12:30:08,NHB250827123008.RAW6WY1,2025-08-27 12:33:04,NHB250827123304.RAW6WY5,2025-08-27 12:40:08,NHB250827124008.RAW6WY8,2025-08-27 12:43:03,NHB250827124303.RAW6WYC
1907,2025-08-27 12:50:08,NHB250827125008.RAW6WYF,2025-08-27 12:53:03,NHB250827125303.RAW6WYK,2025-08-27 13:00:07,NHB250827130007.RAW6WYN,2025-08-27 13:03:03,NHB250827130303.RAW6WYT
1908,2025-08-27 13:10:07,NHB250827131007.RAW6WYW,2025-08-27 13:13:03,NHB250827131303.RAW6WZ0,2025-08-27 13:20:08,NHB250827132008.RAW6WZ3,2025-08-27 13:23:05,NHB250827132305.RAW6WZ7
1909,2025-08-27 13:30:08,NHB250827133008.RAW6WZA,2025-08-27 13:33:03,NHB250827133303.RAW6WZE,2025-08-27 13:40:08,NHB250827134008.RAW6WZH,2025-08-27 13:43:03,NHB250827134303.RAW6WZM
1910,2025-08-27 13:50:07,NHB250827135007.RAW6WZR,2025-08-27 13:53:04,NHB250827135304.RAW6WZV,2025-08-27 14:00:08,NHB250827140008.RAW6WZY,2025-08-27 14:03:04,NHB250827140304.RAW6X02
1911,2025-08-27 14:10:08,NHB250827141008.RAW6X05,2025-08-27 14:13:05,NHB250827141305.RAW6X09,2025-08-27 14:20:08,NHB250827142008.RAW6X0C,2025-08-27 14:23:03,NHB250827142303.RAW6X0G
1912,2025-08-27 14:30:08,NHB250827143008.RAW6X0K,2025-08-27 14:33:03,NHB250827143303.RAW6X0P,2025-08-27 14:40:07,NHB250827144007.RAW6X0T,2025-08-27 14:43:04,NHB250827144304.RAW6X0X
1913,2025-08-27 14:50:07,NHB250827145007.RAW6X10,2025-08-27 14:53:03,NHB250827145303.RAW6X14,2025-08-27 15:00:07,NHB250827150007.RAW6X17,2025-08-27 15:03:03,NHB250827150303.RAW6X1B
1914,2025-08-27 15:10:08,NHB250827151008.RAW6X1E,2025-08-27 15:13:04,NHB250827151304.RAW6X1J,2025-08-27 15:20:08,NHB250827152008.RAW6X1M,2025-08-27 15:23:03,NHB250827152303.RAW6X1S
1915,2025-08-27 15:30:07,NHB250827153007.RAW6X1V,2025-08-27 15:33:04,NHB250827153304.RAW6X1Z,2025-08-27 15:40:07,NHB250827154007.RAW6X22,2025-08-27 15:43:04,NHB250827154304.RAW6X26
1916,2025-08-27 15:50:07,NHB250827155007.RAW6X29,2025-08-27 15:53:03,NHB250827155303.RAW6X2D,2025-08-27 16:00:08,NHB250827160008.RAW6X2G,2025-08-27 16:03:03,NHB250827160303.RAW6X2L
1917,2025-08-27 16:10:08,NHB250827161008.RAW6X2P,2025-08-27 16:13:04,NHB250827161304.RAW6X2U,2025-08-27 16:20:08,NHB250827162008.RAW6X2X,2025-08-27 16:23:03,NHB250827162303.RAW6X31
1918,2025-08-27 16:30:08,NHB250827163008.RAW6X34,2025-08-27 16:33:03,NHB250827163303.RAW6X38,2025-08-27 16:40:07,NHB250827164007.RAW6X3B,2025-08-27 16:43:04,NHB250827164304.RAW6X3F
1919,2025-08-27 16:50:08,NHB250827165008.RAW6X3J,2025-08-27 16:53:04,NHB250827165304.RAW6X3N,2025-08-27 17:00:08,NHB250827170008.RAW6X3S,2025-08-27 17:03:03,NHB250827170303.RAW6X3W
1920,2025-08-27 17:10:08,NHB250827171008.RAW6X3Z,2025-08-27 17:13:04,NHB250827171304.RAW6X43,2025-08-27 17:20:08,NHB250827172008.RAW6X46,2025-08-27 17:23:04,NHB250827172304.RAW6X4A
1921,2025-08-27 17:30:07,NHB250827173007.RAW6X4D,2025-08-27 17:33:04,NHB250827173304.RAW6X4H,2025-08-27 17:40:08,NHB250827174008.RAW6X4L,2025-08-27 17:43:03,NHB250827174303.RAW6X4R
1922,2025-08-27 17:50:08,NHB250827175008.RAW6X4U,2025-08-27 17:53:04,NHB250827175304.RAW6X4Y,2025-08-27 18:00:09,NHB250827180009.RAW6X51,2025-08-27 18:03:04,NHB250827180304.RAW6X55
1923,2025-08-27 18:10:08,NHB250827181008.RAWCX47,2025-08-27 18:13:04,NHB250827181304.RAWCX43,2025-08-27 18:20:07,NHB250827182007.RAWCX46,2025-08-27 18:23:03,NHB250827182303.RAWCX36
1924,2025-08-27 18:30:07,NHB250827183007.RAWCX37,2025-08-27 18:33:05,NHB250827183305.RAWCX38,2025-08-27 18:40:08,NHB250827184008.RAWCX39,2025-08-27 18:43:03,NHB250827184303.RAWCX3A
1925,2025-08-27 18:50:07,NHB250827185007.RAWCX3B,2025-08-27 18:53:04,NHB250827185304.RAWCX3E,2025-08-27 19:00:07,NHB250827190007.RAWCX3W,2025-08-27 19:03:03,NHB250827190303.RAWCX40
1926,2025-08-27 19:10:07,NHB250827191007.RAWCX44,2025-08-27 19:13:03,NHB250827191303.RAWCX4A,2025-08-27 19:20:08,NHB250827192008.RAWCX4D,2025-08-27 19:23:03,NHB250827192303.RAWCX4H
1927,2025-08-27 19:30:09,NHB250827193009.RAWCX4L,2025-08-27 19:33:03,NHB250827193303.RAWCX4R,2025-08-27 19:40:08,NHB250827194008.RAWCX4U,2025-08-27 19:43:04,NHB250827194304.RAWCX4Y
1928,2025-08-27 19:50:08,NHB250827195008.RAWCX51,2025-08-27 19:53:03,NHB250827195303.RAWCX55,2025-08-27 20:00:08,NHB250827200008.RAWCX58,2025-08-27 20:03:04,NHB250827200304.RAWCX5C
1929,2025-08-27 20:10:08,NHB250827201008.RAWCX5F,2025-08-27 20:13:05,NHB250827201305.RAWCX5K,2025-08-27 20:20:08,NHB250827202008.RAWCX5N,2025-08-27 20:23:03,NHB250827202303.RAWCX5T
1930,2025-08-27 20:30:08,NHB250827203008.RAWCX5W,2025-08-27 20:33:04,NHB250827203304.RAWCX60,2025-08-27 20:40:08,NHB250827204008.RAWCX63,2025-08-27 20:43:03,NHB250827204303.RAWCX67
1931,2025-08-27 20:50:08,NHB250827205008.RAWCX6A,2025-08-27 20:53:04,NHB250827205304.RAWCX6E,2025-08-27 21:00:07,NHB250827210007.RAWCX6H,2025-08-27 21:03:04,NHB250827210304.RAWCX6M
1932,2025-08-27 21:10:08,NHB250827211008.RAWCX6R,2025-08-27 21:13:04,NHB250827211304.RAWCX6V,2025-08-27 21:20:08,NHB250827212008.RAWCX6Y,2025-08-27 21:23:03,NHB250827212303.RAWCX72
1933,2025-08-27 21:30:08,NHB250827213008.RAWCX75,2025-08-27 21:33:04,NHB250827213304.RAWCX79,2025-08-27 21:40:08,NHB250827214008.RAWCX7C,2025-08-27 21:43:03,NHB250827214303.RAWCX7G
1934,2025-08-27 21:50:08,NHB250827215008.RAWCX7K,2025-08-27 21:53:03,NHB250827215303.RAWCX7P,2025-08-27 22:00:09,NHB250827220009.RAWCX7T,2025-08-27 22:03:04,NHB250827220304.RAWCX7X
1935,2025-08-27 22:10:07,NHB250827221007.RAWCX80,2025-08-27 22:13:03,NHB250827221303.RAWCX84,2025-08-27 22:20:07,NHB250827222007.RAWCX87,2025-08-27 22:23:03,NHB250827222303.RAWCX8B
1936,2025-08-27 22:30:08,NHB250827223008.RAWCX8E,2025-08-27 22:33:03,NHB250827223303.RAWCX8J,2025-08-27 22:40:08,NHB250827224008.RAWCX8M,2025-08-27 22:43:03,NHB250827224303.RAWCX8S
1937,2025-08-27 22:50:08,NHB250827225008.RAWCX8V,2025-08-27 22:53:04,NHB250827225304.RAWCX8Z,2025-08-27 23:00:08,NHB250827230008.RAWCX92,2025-08-27 23:03:04,NHB250827230304.RAWCX96
1938,2025-08-27 23:10:08,NHB250827231008.RAWCX99,2025-08-27 23:13:03,NHB250827231303.RAWCX9D,2025-08-27 23:20:08,NHB250827232008.RAWCX9G,2025-08-27 23:23:03,NHB250827232303.RAWCX9L
1939,2025-08-27 23:30:08,NHB250827233008.RAWCX9P,2025-08-27 23:33:03,NHB250827233303.RAWCX9U,2025-08-27 23:40:08,NHB250827234008.RAWCX9X,2025-08-27 23:43:04,NHB250827234304.RAWCXA1
1940,2025-08-27 23:50:07,NHB250827235007.RAWCXA4,2025-08-27 23:53:03,NHB250827235303.RAWCXA8,2025-08-28 00:00:08,NHB250828000008.RAWCXAB,2025-08-28 00:03:04,NHB250828000304.RAWCXAF
1941,2025-08-28 00:10:07,NHB250828001007.RAWCXAJ,2025-08-28 00:13:04,NHB250828001304.RAWCXAN,2025-08-28 00:20:08,NHB250828002008.RAWCXAS,2025-08-28 00:23:03,NHB250828002303.RAWCXAW
1942,2025-08-28 00:30:08,NHB250828003008.RAWCXAZ,2025-08-28 00:33:03,NHB250828003303.RAWCXB3,2025-08-28 00:40:08,NHB250828004008.RAWCXB6,2025-08-28 00:43:03,NHB250828004303.RAWCXBA
1943,2025-08-28 00:50:07,NHB250828005007.RAWCXBD,2025-08-28 00:53:03,NHB250828005303.RAWCXBH,2025-08-28 01:00:07,NHB250828010007.RAWCXBL,2025-08-28 01:03:03,NHB250828010303.RAWCXBR
1944,2025-08-28 01:10:07,NHB250828011007.RAWCXBU,2025-08-28 01:13:03,NHB250828011303.RAWCXBY,2025-08-28 01:20:07,NHB250828012007.RAWCXC1,2025-08-28 01:23:04,NHB250828012304.RAWCXC5
1945,2025-08-28 01:30:08,NHB250828013008.RAWCXC8,2025-08-28 01:33:03,NHB250828013303.RAWCXCC,2025-08-28 01:40:07,NHB250828014007.RAWCXCF,2025-08-28 01:43:03,NHB250828014303.RAWCXCK
1946,2025-08-28 01:50:08,NHB250828015008.RAWCXCN,2025-08-28 01:53:03,NHB250828015303.RAWCXCT,2025-08-28 02:00:08,NHB250828020008.RAWCXCW,2025-08-28 02:03:03,NHB250828020303.RAWCXD0
1947,2025-08-28 02:10:07,NHB250828021007.RAWCXD3,2025-08-28 02:13:04,NHB250828021304.RAWCXD7,2025-08-28 02:20:07,NHB250828022007.RAWCXDA,2025-08-28 02:23:03,NHB250828022303.RAWCXDE
1948,2025-08-28 02:30:08,NHB250828023008.RAWCXDH,2025-08-28 02:33:04,NHB250828023304.RAWCXDM,2025-08-28 02:40:07,NHB250828024007.RAWCXDR,2025-08-28 02:43:03,NHB250828024303.RAWCXDV
1949,2025-08-28 02:50:07,NHB250828025007.RAWCXDY,2025-08-28 02:53:03,NHB250828025303.RAWCXE2,2025-08-28 03:00:08,NHB250828030008.RAWCXE5,2025-08-28 03:03:04,NHB250828030304.RAWCXE9
1950,2025-08-28 03:10:08,NHB250828031008.RAWCXEC,2025-08-28 03:13:04,NHB250828031304.RAWCXEG,2025-08-28 03:20:08,NHB250828032008.RAWCXEK,2025-08-28 03:23:03,NHB250828032303.RAWCXEP
1951,2025-08-28 03:30:08,NHB250828033008.RAWCXET,2025-08-28 03:33:03,NHB250828033303.RAWCXEX,2025-08-28 03:40:08,NHB250828034008.RAWCXF0,2025-08-28 03:43:03,NHB250828034303.RAWCXF4
1952,2025-08-28 03:50:08,NHB250828035008.RAWCXF7,2025-08-28 03:53:04,NHB250828035304.RAWCXFB,2025-08-28 04:00:08,NHB250828040008.RAWCXFE,2025-08-28 04:03:03,NHB250828040303.RAWCXFJ
1953,2025-08-28 04:10:08,NHB250828041008.RAWCXFM,2025-08-28 04:13:03,NHB250828041303.RAWCXFS,2025-08-28 04:20:07,NHB250828042007.RAWCXFV,2025-08-28 04:23:03,NHB250828042303.RAWCXFZ
1954,2025-08-28 04:30:08,NHB250828043008.RAWCXG2,2025-08-28 04:33:03,NHB250828043303.RAWCXG6,2025-08-28 04:40:08,NHB250828044008.RAWCXG9,2025-08-28 04:43:04,NHB250828044304.RAWCXGD
1955,2025-08-28 04:50:08,NHB250828045008.RAWCXGG,2025-08-28 04:53:04,NHB250828045304.RAWCXGL,2025-08-28 05:00:08,NHB250828050008.RAWCXGP,2025-08-28 05:03:04,NHB250828050304.RAWCXGU
1956,2025-08-28 05:10:07,NHB250828051007.RAWCXGX,2025-08-28 05:13:03,NHB250828051303.RAWCXH1,2025-08-28 05:20:07,NHB250828052007.RAWCXH4,2025-08-28 05:23:04,NHB250828052304.RAWCXH8
1957,2025-08-28 05:30:07,NHB250828053007.RAWCXHB,2025-08-28 05:33:04,NHB250828053304.RAWCXHF,2025-08-28 05:40:07,NHB250828054007.RAWCXHJ,2025-08-28 05:43:03,NHB250828054303.RAWCXHN
1958,2025-08-28 05:50:07,NHB250828055007.RAWCXHS,2025-08-28 05:53:04,NHB250828055304.RAWCXHW,2025-08-28 06:00:09,NHB250828060009.RAWCXHZ,2025-08-28 06:03:04,NHB250828060304.RAWCXJ3
1959,2025-08-28 06:10:08,NHB250828061008.RAWCXJ6,2025-08-28 06:13:04,NHB250828061304.RAWCXJA,2025-08-28 06:20:08,NHB250828062008.RAWCXJD,2025-08-28 06:23:04,NHB250828062304.RAWCXJH
1960,2025-08-28 06:30:07,NHB250828063007.RAWCXJL,2025-08-28 06:33:04,NHB250828063304.RAWCXJR,2025-08-28 06:40:08,NHB250828064008.RAWCXJU,2025-08-28 06:43:03,NHB250828064303.RAWCXJY
1961,2025-08-28 06:50:09,NHB250828065009.RAWCXK1,2025-08-28 06:53:04,NHB250828065304.RAWCXK5,2025-08-28 07:00:07,NHB250828070007.RAWCXK8,2025-08-28 07:03:03,NHB250828070303.RAWCXKC
1962,2025-08-28 07:10:08,NHB250828071008.RAWCXKF,2025-08-28 07:13:03,NHB250828071303.RAWCXKK,2025-08-28 07:20:08,NHB250828072008.RAWCXKN,2025-08-28 07:23:04,NHB250828072304.RAWCXKT
1963,2025-08-28 07:30:08,NHB250828073008.RAWCXKW,2025-08-28 07:33:04,NHB250828073304.RAWCXL0,2025-08-28 07:40:07,NHB250828074007.RAWCXL3,2025-08-28 07:43:04,NHB250828074304.RAWCXL7
1964,2025-08-28 07:50:08,NHB250828075008.RAWCXLA,2025-08-28 07:53:04,NHB250828075304.RAWCXLE,2025-08-28 08:00:07,NHB250828080007.RAWCXLH,2025-08-28 08:03:04,NHB250828080304.RAWCXLM
1965,2025-08-28 08:10:08,NHB250828081008.RAWCXLR,2025-08-28 08:13:05,NHB250828081305.RAWCXLV,2025-08-28 08:20:08,NHB250828082008.RAWCXLY,2025-08-28 08:23:04,NHB250828082304.RAWCXM2
1966,2025-08-28 08:30:08,NHB250828083008.RAWCXM5,2025-08-28 08:33:04,NHB250828083304.RAWCXM9,2025-08-28 08:40:08,NHB250828084008.RAWCXMC,2025-08-28 08:43:04,NHB250828084304.RAWCXMG
1967,2025-08-28 08:50:07,NHB250828085007.RAWCXMK,2025-08-28 08:53:04,NHB250828085304.RAWCXMP,2025-08-28 09:00:08,NHB250828090008.RAWCXMT,2025-08-28 09:03:04,NHB250828090304.RAWCXMX
1968,2025-08-28 09:10:07,NHB250828091007.RAWCXN0,2025-08-28 09:13:04,NHB250828091304.RAWCXN4,2025-08-28 09:20:08,NHB250828092008.RAWCXN7,2025-08-28 09:23:03,NHB250828092303.RAWCXNB
1969,2025-08-28 09:30:08,NHB250828093008.RAWCXNE,2025-08-28 09:33:04,NHB250828093304.RAWCXNJ,2025-08-28 09:40:07,NHB250828094007.RAWCXNM,2025-08-28 09:43:03,NHB250828094303.RAWCXNS
1970,2025-08-28 09:50:07,NHB250828095007.RAWCXNV,2025-08-28 09:53:03,NHB250828095303.RAWCXNZ,2025-08-28 10:00:08,NHB250828100008.RAWCXP2,2025-08-28 10:03:03,NHB250828100303.RAWCXP6
1971,2025-08-28 10:10:08,NHB250828101008.RAWCXP9,2025-08-28 10:13:05,NHB250828101305.RAWCXPD,2025-08-28 10:20:08,NHB250828102008.RAWCXPG,2025-08-28 10:23:04,NHB250828102304.RAWCXPL
1972,2025-08-28 10:30:08,NHB250828103008.RAWCXPP,2025-08-28 10:33:04,NHB250828103304.RAWCXPU,2025-08-28 10:40:07,NHB250828104007.RAWCXPX,2025-08-28 10:43:03,NHB250828104303.RAWCXR1
1973,2025-08-28 10:50:08,NHB250828105008.RAWCXR4,2025-08-28 10:53:03,NHB250828105303.RAWCXR8,2025-08-28 11:00:08,NHB250828110008.RAWCXRB,2025-08-28 11:03:04,NHB250828110304.RAWCXRF
1974,2025-08-28 11:10:08,NHB250828111008.RAWCXRJ,2025-08-28 11:13:04,NHB250828111304.RAWCXRN,2025-08-28 11:20:09,NHB250828112009.RAWCXRS,2025-08-28 11:23:03,NHB250828112303.RAWCXRW
1975,2025-08-28 11:30:08,NHB250828113008.RAWCXRZ,2025-08-28 11:33:04,NHB250828113304.RAWCXS3,2025-08-28 11:40:07,NHB250828114007.RAWCXS6,2025-08-28 11:43:05,NHB250828114305.RAWCXSA
1976,2025-08-28 11:50:08,NHB250828115008.RAWCXSD,2025-08-28 11:53:04,NHB250828115304.RAWCXSH,2025-08-28 12:00:07,NHB250828120007.RAWCXSL,2025-08-28 12:03:04,NHB250828120304.RAWCXSR
1977,2025-08-28 12:10:08,NHB250828121008.RAWCXSU,2025-08-28 12:13:03,NHB250828121303.RAWCXSY,2025-08-28 12:20:07,NHB250828122007.RAWCXT1,2025-08-28 12:23:04,NHB250828122304.RAWCXT5
1978,2025-08-28 12:30:07,NHB250828123007.RAWCXT8,2025-08-28 12:33:03,NHB250828123303.RAWCXTC,2025-08-28 12:40:07,NHB250828124007.RAWCXTF,2025-08-28 12:43:03,NHB250828124303.RAWCXTK
1979,2025-08-28 12:50:07,NHB250828125007.RAWCXTN,2025-08-28 12:53:04,NHB250828125304.RAWCXTT,2025-08-28 13:00:07,NHB250828130007.RAWCXTW,2025-08-28 13:03:04,NHB250828130304.RAWCXU0
1980,2025-08-28 13:10:07,NHB250828131007.RAWCXU3,2025-08-28 13:13:03,NHB250828131303.RAWCXU7,2025-08-28 13:20:09,NHB250828132009.RAWCXUA,2025-08-28 13:23:04,NHB250828132304.RAWCXUE
1981,2025-08-28 13:30:08,NHB250828133008.RAWCXUH,2025-08-28 13:33:03,NHB250828133303.RAWCXUM,2025-08-28 13:40:07,NHB250828134007.RAWCXUR,2025-08-28 13:43:04,NHB250828134304.RAWCXUV
1982,2025-08-28 13:50:07,NHB250828135007.RAWCXUY,2025-08-28 13:53:04,NHB250828135304.RAWCXV2,2025-08-28 14:00:08,NHB250828140008.RAWCXV5,2025-08-28 14:03:03,NHB250828140303.RAWCXV9
1983,2025-08-28 14:10:08,NHB250828141008.RAWCXVC,2025-08-28 14:13:03,NHB250828141303.RAWCXVG,2025-08-28 14:20:08,NHB250828142008.RAWCXVK,2025-08-28 14:23:03,NHB250828142303.RAWCXVP
1984,2025-08-28 14:30:08,NHB250828143008.RAWCXVT,2025-08-28 14:33:05,NHB250828143305.RAWCXVX,2025-08-28 14:40:07,NHB250828144007.RAWCXW0,2025-08-28 14:43:03,NHB250828144303.RAWCXW4
1985,2025-08-28 14:50:08,NHB250828145008.RAWCXW7,2025-08-28 14:53:03,NHB250828145303.RAWCXWB,2025-08-28 15:00:07,NHB250828150007.RAWCXWE,2025-08-28 15:03:03,NHB250828150303.RAWCXWJ
1986,2025-08-28 15:10:08,NHB250828151008.RAWCXWM,2025-08-28 15:13:04,NHB250828151304.RAWCXWS,2025-08-28 15:20:08,NHB250828152008.RAWCXWV,2025-08-28 15:23:04,NHB250828152304.RAWCXWZ
1987,2025-08-28 15:30:09,NHB250828153009.RAWCXX2,2025-08-28 15:33:03,NHB250828153303.RAWCXX6,2025-08-28 15:40:07,NHB250828154007.RAWCXX9,2025-08-28 15:43:03,NHB250828154303.RAWCXXD
1988,2025-08-28 15:50:07,NHB250828155007.RAWCXXG,2025-08-28 15:53:04,NHB250828155304.RAWCXXL,2025-08-28 16:00:08,NHB250828160008.RAWCXXP,2025-08-28 16:03:03,NHB250828160303.RAWCXXU
1989,2025-08-28 16:10:08,NHB250828161008.RAWCXXX,2025-08-28 16:13:04,NHB250828161304.RAWCXY1,2025-08-28 16:20:08,NHB250828162008.RAWCXY4,2025-08-28 16:23:03,NHB250828162303.RAWCXY8
1990,2025-08-28 16:30:08,NHB250828163008.RAWCXYB,2025-08-28 16:33:03,NHB250828163303.RAWCXYF,2025-08-28 16:40:07,NHB250828164007.RAWCXYJ,2025-08-28 16:43:03,NHB250828164303.RAWCXYN
1991,2025-08-28 16:50:07,NHB250828165007.RAWCXYS,2025-08-28 16:53:03,NHB250828165303.RAWCXYW,2025-08-28 17:00:08,NHB250828170008.RAWCXYZ,2025-08-28 17:03:03,NHB250828170303.RAWCXZ3
1992,2025-08-28 17:10:07,NHB250828171007.RAWCXZ6,2025-08-28 17:13:03,NHB250828171303.RAWCXZA,2025-08-28 17:20:07,NHB250828172007.RAWCXZD,2025-08-28 17:23:03,NHB250828172303.RAWCXZH
1993,2025-08-28 17:30:08,NHB250828173008.RAWCXZL,2025-08-28 17:33:03,NHB250828173303.RAWCXZR,2025-08-28 17:40:07,NHB250828174007.RAWCXZU,2025-08-28 17:43:03,NHB250828174303.RAWCXZY
1994,2025-08-28 17:50:09,NHB250828175009.RAWCY01,2025-08-28 17:53:04,NHB250828175304.RAWCY05,2025-08-28 18:00:07,NHB250828180007.RAWCY08,2025-08-28 18:03:04,NHB250828180304.RAWCY0C
1995,2025-08-28 18:10:09,NHB250828181009.RAWCY0F,2025-08-28 18:13:04,NHB250828181304.RAWCY0K,2025-08-28 18:20:08,NHB250828182008.RAWCY0N,2025-08-28 18:23:04,NHB250828182304.RAWCY0T
1996,2025-08-28 18:30:08,NHB250828183008.RAWCY0W,2025-08-28 18:33:03,NHB250828183303.RAWCY10,2025-08-28 18:40:08,NHB250828184008.RAWCY13,2025-08-28 18:43:03,NHB250828184303.RAWCY17
1997,2025-08-28 18:50:08,NHB250828185008.RAWCY1A,2025-08-28 18:53:03,NHB250828185303.RAWCY1E,2025-08-28 19:00:07,NHB250828190007.RAWCY1H,2025-08-28 19:03:03,NHB250828190303.RAWCY1M
1998,2025-08-28 19:10:08,NHB250828191008.RAWCY1R,2025-08-28 19:13:03,NHB250828191303.RAWCY1V,2025-08-28 19:20:07,NHB250828192007.RAWCY1Y,2025-08-28 19:23:03,NHB250828192303.RAWCY22
1999,2025-08-28 19:30:08,NHB250828193008.RAWCY25,2025-08-28 19:33:04,NHB250828193304.RAWCY29,2025-08-28 19:40:07,NHB250828194007.RAWCY2C,2025-08-28 19:43:04,NHB250828194304.RAWCY2G
2000,2025-08-28 19:50:08,NHB250828195008.RAWCY2K,2025-08-28 19:53:04,NHB250828195304.RAWCY2P,2025-08-28 20:00:07,NHB250828200007.RAWCY2T,2025-08-28 20:03:04,NHB250828200304.RAWCY2X
2001,2025-08-28 20:10:08,NHB250828201008.RAWCY30,2025-08-28 20:13:04,NHB250828201304.RAWCY34,2025-08-28 20:20:08,NHB250828202008.RAWCY37,2025-08-28 20:23:03,NHB250828202303.RAWCY3B
2002,2025-08-28 20:30:08,NHB250828203008.RAWCY3E,2025-08-28 20:33:04,NHB250828203304.RAWCY3J,2025-08-28 20:40:07,NHB250828204007.RAWCY3M,2025-08-28 20:43:03,NHB250828204303.RAWCY3S
2003,2025-08-28 20:50:07,NHB250828205007.RAWCY3V,2025-08-28 20:53:03,NHB250828205303.RAWCY3Z,2025-08-28 21:00:08,NHB250828210008.RAWCY42,2025-08-28 21:03:03,NHB250828210303.RAWCY46
2004,2025-08-28 21:10:07,NHB250828211007.RAWCY49,2025-08-28 21:13:03,NHB250828211303.RAWCY4D,2025-08-28 21:20:07,NHB250828212007.RAWCY4G,2025-08-28 21:23:04,NHB250828212304.RAWCY4L
2005,2025-08-28 21:30:08,NHB250828213008.RAWCY4P,2025-08-28 21:33:04,NHB250828213304.RAWCY4U,2025-08-28 21:40:07,NHB250828214007.RAWCY4X,2025-08-28 21:43:03,NHB250828214303.RAWCY51
2006,2025-08-28 21:50:07,NHB250828215007.RAWCY54,2025-08-28 21:53:05,NHB250828215305.RAWCY58,2025-08-28 22:00:07,NHB250828220007.RAWCY5B,2025-08-28 22:03:05,NHB250828220305.RAWCY5F
2007,2025-08-28 22:10:07,NHB250828221007.RAWCY5J,2025-08-28 22:13:04,NHB250828221304.RAWCY5N,2025-08-28 22:20:08,NHB250828222008.RAWCY5S,2025-08-28 22:23:03,NHB250828222303.RAWCY5W
2008,2025-08-28 22:30:08,NHB250828223008.RAWCY5Z,2025-08-28 22:33:04,NHB250828223304.RAWCY63,2025-08-28 22:40:08,NHB250828224008.RAWCY66,2025-08-28 22:43:03,NHB250828224303.RAWCY6A
2009,2025-08-28 22:50:07,NHB250828225007.RAWCY6D,2025-08-28 22:53:03,NHB250828225303.RAWCY6H,2025-08-28 23:00:08,NHB250828230008.RAWCY6L,2025-08-28 23:03:03,NHB250828230303.RAWCY6R
2010,2025-08-28 23:10:07,NHB250828231007.RAWCY6U,2025-08-28 23:13:03,NHB250828231303.RAWCY6Y,2025-08-28 23:20:08,NHB250828232008.RAWCY71,2025-08-28 23:23:04,NHB250828232304.RAWCY75
